Group	Project	BugID	# of project distinct tokens	# of distinct tokens	# of distinct code entities	Enumeration(Bool)	StackTrace(Bool)	CodeRegions(Bool)	CodeEntity(Bool)	DistinctTokens/ProjectTokens	DistinctCodeEntities/ProjectTokens	CodeRelevancy (Product)	CodeRelevancy (Min)	CodeRelevancy (Max)	CodeRelevancy (Mean)	CodeRelevancy (FileCount))	CodeRelevancy (InverseFileCount)
Apache	HBASE	9076	7130	29	2	0	0	1	0	0.00406732117812061682	0.00028050490883590464	0.00000000000000000000	0.00036845983787767134	0.09090909090909091161	0.00940532530771972380	2714	0.00036845983787767134
Apache	HBASE	3920	7130	19	2	0	0	1	0	0.00266479663394109416	0.00028050490883590464	0.00000000000000000000	0.00036900369003690036	0.20000000000000001110	0.02348650158937390028	2714	0.00036845983787767134
Apache	HBASE	1718	7130	24	1	0	0	1	0	0.00336605890603085571	0.00014025245441795232	0.00000000000000000000	0.00037133308577794280	0.20000000000000001110	0.02161311079119816736	2714	0.00036845983787767134
Apache	HBASE	14178	7130	97	55	0	0	1	0	0.01360448807854137444	0.00771388499298737706	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.14949737965140355578	2714	0.00036845983787767134
Apache	HBASE	16076	7130	59	1	0	0	1	1	0.00827489481065918700	0.00014025245441795232	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.05945255030272477564	2714	0.00036845983787767134
Apache	HBASE	16074	7130	43	1	0	0	1	0	0.00603085553997194986	0.00014025245441795232	0.00000000000000000000	0.00037993920972644377	0.50000000000000000000	0.05542221455128657631	2714	0.00036845983787767134
Apache	HBASE	13737	7130	19	0	1	0	0	0	0.00266479663394109416	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.06957475558233301716	2713	0.00036859565057132326
Apache	HBASE	6529	7130	25	4	0	0	1	0	0.00350631136044880776	0.00056100981767180928	0.00000000000000000000	0.00036900369003690036	0.25000000000000000000	0.03315779145785736209	2714	0.00036845983787767134
Apache	HBASE	13734	7130	12	1	1	0	1	0	0.00168302945301542785	0.00014025245441795232	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.12673757795304904650	2714	0.00036845983787767134
Apache	HBASE	14079	7130	85	55	0	1	1	0	0.01192145862552594637	0.00771388499298737706	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07789684155242629360	2714	0.00036845983787767134
Apache	HBASE	13732	7130	82	26	0	1	1	0	0.01150070126227208979	0.00364656381486676024	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.08174318434322172533	2714	0.00036845983787767134
Apache	HBASE	13731	7130	26	5	0	0	1	0	0.00364656381486676024	0.00070126227208976155	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.07248936379665506247	2714	0.00036845983787767134
Apache	HBASE	14077	7130	15	0	0	0	0	0	0.00210378681626928465	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.20000000000000001110	0.02844612197408934173	2714	0.00036845983787767134
Apache	HBASE	14076	7130	18	3	0	0	1	0	0.00252454417952314167	0.00042075736325385696	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.04105525207271706195	2714	0.00036845983787767134
Apache	HBASE	14073	7130	10	1	0	0	1	0	0.00140252454417952310	0.00014025245441795232	0.00000000000000003099	0.00037537537537537537	1.00000000000000000000	0.14998799209601948457	2712	0.00036873156342182890
Apache	HBASE	5820	7130	23	0	0	0	0	0	0.00322580645161290322	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.03331643737917355796	2714	0.00036845983787767134
Apache	HBASE	14983	7130	14	0	0	0	0	0	0.00196353436185133260	0.00000000000000000000	0.00000000000000000000	0.00097181729834791054	0.25000000000000000000	0.02461608720353055182	1774	0.00056369785794813977
Apache	HBASE	1949	7130	46	3	0	0	1	0	0.00645161290322580645	0.00042075736325385696	0.00000000000000000000	0.00037579857196542651	0.20000000000000001110	0.01721117878641098553	2713	0.00036859565057132326
Apache	HBASE	15200	7130	35	1	0	0	1	0	0.00490883590462833086	0.00014025245441795232	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.04536290580883762386	2714	0.00036845983787767134
Apache	HBASE	1869	7130	58	32	0	1	1	1	0.00813464235624123365	0.00448807854137447428	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.08717919114864625119	2714	0.00036845983787767134
Apache	HBASE	1525	7130	43	15	0	0	1	1	0.00603085553997194986	0.00210378681626928465	0.00000000000000000000	0.00036900369003690036	0.25000000000000000000	0.01842886055181656990	2714	0.00036845983787767134
Apache	HBASE	15465	7130	81	24	0	0	1	1	0.01136044880785413817	0.00336605890603085571	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06503814918581020399	2714	0.00036845983787767134
Apache	HBASE	1946	7130	37	6	0	1	1	0	0.00518934081346423583	0.00084151472650771393	0.00000000000000000000	0.00036900369003690036	0.20000000000000001110	0.03003044382678548771	2714	0.00036845983787767134
Apache	HBASE	818	7130	54	29	1	0	1	0	0.00757363253856942458	0.00406732117812061682	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.03675570855153688365	2714	0.00036845983787767134
Apache	HBASE	819	7130	28	0	0	0	0	0	0.00392706872370266521	0.00000000000000000000	0.00000000000000000000	0.00037993920972644377	1.00000000000000000000	0.13677481325980861415	2714	0.00036845983787767134
Apache	HBASE	15548	7130	37	4	1	0	1	0	0.00518934081346423583	0.00056100981767180928	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.11594926135650489296	2714	0.00036845983787767134
Apache	HBASE	666	7130	14	2	0	0	1	0	0.00196353436185133260	0.00028050490883590464	0.00000000000000000000	0.00037993920972644377	0.50000000000000000000	0.04581464546872833499	2695	0.00037105751391465676
Apache	HBASE	810	7130	51	1	0	0	1	0	0.00715287517531556800	0.00014025245441795232	0.00000000000000000000	0.00036900369003690036	0.14285714285714284921	0.01670286257206919991	2714	0.00036845983787767134
Apache	HBASE	811	7130	7	0	0	0	0	0	0.00098176718092566630	0.00000000000000000000	0.00000000000016583393	0.00036900369003690036	0.12500000000000000000	0.02679428519361492719	2710	0.00036900369003690036
Apache	HBASE	812	7130	48	2	0	0	1	0	0.00673211781206171141	0.00028050490883590464	0.00000000000000000000	0.00036845983787767134	0.20000000000000001110	0.02477632813607383647	2714	0.00036845983787767134
Apache	HBASE	15610	7130	9	0	0	0	0	0	0.00126227208976157084	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.01612903225806451568	0.00809560080938073051	2711	0.00036886757654002215
Apache	HBASE	1798	7130	11	0	0	0	0	0	0.00154277699859747537	0.00000000000000000000	0.00000000000000000000	0.00038095238095238096	0.20000000000000001110	0.04511545923025118282	2652	0.00037707390648567121
Apache	HBASE	15617	7130	44	4	0	0	1	0	0.00617110799438990148	0.00056100981767180928	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.10051508022441534018	2714	0.00036845983787767134
Apache	HBASE	16676	7130	76	4	0	0	1	0	0.01065918653576437662	0.00056100981767180928	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.08121726453168370830	2714	0.00036845983787767134
Apache	HBASE	1793	7130	19	2	0	0	1	0	0.00266479663394109416	0.00028050490883590464	0.00000000000000000000	0.00037133308577794280	0.20000000000000001110	0.01775121542223496648	2714	0.00036845983787767134
