Group	Project	BugID	CodeRelevancy (Product)	CodeRelevancy (Min)	CodeRelevancy (Max)	CodeRelevancy (Mean)	CodeRelevancy (FileCount))	CodeRelevancy (InverseFileCount)
Apache	HBASE	9076	0.00000000000000000001	0.00036845983787767134	0.14285714285714284921	0.02144662473538139214	2714	0.00036845983787767134
Apache	HBASE	3920	0.00000000482256900566	0.00036900369003690036	0.01063829787234042527	0.00407860093029285137	2710	0.00036900369003690036
Apache	HBASE	1718	0.00657894736842105227	0.00657894736842105227	0.00657894736842105227	0.00657894736842105227	152	0.00657894736842105227
Apache	HBASE	14178	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.14719345718931661771	2714	0.00036845983787767134
Apache	HBASE	16076	0.00000000000000002268	0.00036845983787767134	1.00000000000000000000	0.16711717004081080851	2714	0.00036845983787767134
Apache	HBASE	16074	0.00080321285140562252	0.00080321285140562252	0.00080321285140562252	0.00080321285140562252	1245	0.00080321285140562252
Apache	HBASE	11542	0.00000000005510801747	0.00047984644913627637	1.00000000000000000000	0.33913525471830174851	2173	0.00046019328117809482
Apache	HBASE	1869	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09734170442809510215	2714	0.00036845983787767134
Apache	HBASE	13734	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0	0.00000000000000000000
Apache	HBASE	14079	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.05150246423814123370	2714	0.00036845983787767134
Apache	HBASE	13732	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.03849941693639662849	2714	0.00036845983787767134
Apache	HBASE	13731	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.08073435411030537023	2714	0.00036845983787767134
Apache	HBASE	14076	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0	0.00000000000000000000
Apache	HBASE	14073	0.33333333333333331483	0.33333333333333331483	0.33333333333333331483	0.33333333333333331483	3	0.33333333333333331483
Apache	HBASE	1949	0.00065789473684210525	0.00657894736842105227	0.10000000000000000555	0.05328947368421052544	160	0.00625000000000000035
Apache	HBASE	15200	0.00346020761245674751	0.00346020761245674751	0.00346020761245674751	0.00346020761245674751	289	0.00346020761245674751
Apache	HBASE	1525	0.00000000000000000000	0.00083472454090150253	1.00000000000000000000	0.10669903321426080223	2123	0.00047103155911446069
Apache	HBASE	1946	0.00000000000000000000	0.00036845983787767134	0.00315457413249211347	0.00103696188046937003	2714	0.00036845983787767134
Apache	HBASE	818	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07686884691013227966	2714	0.00036845983787767134
Apache	HBASE	15548	0.00000035916650384452	0.00047984644913627637	1.00000000000000000000	0.50039537048743198966	2127	0.00047014574518100609
Apache	HBASE	666	0.25000000000000000000	0.25000000000000000000	0.25000000000000000000	0.25000000000000000000	4	0.25000000000000000000
Apache	HBASE	810	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0	0.00000000000000000000
Apache	HBASE	812	0.00000000000000000000	0.00036845983787767134	0.02222222222222222307	0.00402066971006170837	2714	0.00036845983787767134
Apache	HBASE	15617	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000	1	1.00000000000000000000
Apache	HBASE	16676	0.00000767813267813268	0.00122850122850122847	0.00625000000000000035	0.00373925061425061430	900	0.00111111111111111111
Apache	HBASE	1793	0.00001659971448491086	0.00043159257660768235	0.03846153846153846367	0.01944656551907307171	2317	0.00043159257660768235
Apache	HBASE	716	0.00012077294685990338	0.00483091787439613504	1.00000000000000000000	0.33245772946859902808	213	0.00469483568075117381
Apache	HBASE	1791	0.00000000000605513150	0.00221729490022172949	0.01265822784810126563	0.00668153134988189006	773	0.00129366106080206996
Apache	HBASE	714	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.07039608075279435440	2714	0.00036845983787767134
Apache	HBASE	1795	0.00204081632653061243	0.00204081632653061243	0.00204081632653061243	0.00204081632653061243	490	0.00204081632653061243
Apache	HBASE	1794	0.00001645819618169849	0.00204081632653061243	0.00806451612903225784	0.00505266622778143513	505	0.00198019801980198022
Apache	HBASE	6151	0.00000000000000000000	0.00036845983787767134	0.25000000000000000000	0.01958633676589485381	2714	0.00036845983787767134
Apache	HBASE	16578	0.00000014971718423897	0.00350877192982456147	0.11111111111111110494	0.04257586169725388614	334	0.00299401197604790437
Apache	HBASE	14211	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0	0.00000000000000000000
Apache	HBASE	16572	0.03703703703703703498	0.03703703703703703498	1.00000000000000000000	0.51851851851851848973	27	0.03703703703703703498
Apache	HBASE	1702	0.00000000000000000000	0.00036845983787767134	0.01282051282051282007	0.00205166753972574551	2714	0.00036845983787767134
Apache	HBASE	1703	0.00657894736842105227	0.00657894736842105227	0.00657894736842105227	0.00657894736842105227	152	0.00657894736842105227
Apache	HBASE	13607	0.00000000000000000000	0.00036845983787767134	0.00315457413249211347	0.00112860850841473579	2714	0.00036845983787767134
Apache	HBASE	13606	0.00000000000000000000	0.00036845983787767134	0.25000000000000000000	0.04902051461243275843	2714	0.00036845983787767134
Apache	HBASE	10960	0.08333333333333332871	0.08333333333333332871	0.08333333333333332871	0.08333333333333332871	12	0.08333333333333332871
Apache	HBASE	13608	0.00000000000006086054	0.00038124285169653069	0.33333333333333331483	0.08592010825542084618	2714	0.00036845983787767134
Apache	HBASE	15856	0.00000000036874851606	0.00036900369003690036	0.03030303030303030387	0.01080084057846730262	2710	0.00036900369003690036
Apache	HBASE	15850	0.00000000000000000962	0.00036900369003690036	0.05882352941176470507	0.01206422354698657474	2710	0.00036900369003690036
Apache	HBASE	13733	0.00000120250120250120	0.00075757575757575758	1.00000000000000000000	0.28153860028860028253	1334	0.00074962518740629683
Apache	HBASE	426	0.00000000094410081063	0.00036900369003690036	0.03703703703703703498	0.01363446127323021326	2710	0.00036900369003690036
Apache	HBASE	1661	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.13125697571902236738	2714	0.00036845983787767134
Apache	HBASE	14078	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07206993269843256500	2714	0.00036845983787767134
Apache	HBASE	1087	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.13826464683075767592	2714	0.00036845983787767134
Apache	HBASE	590	0.00000001135605619613	0.00036900369003690036	0.00649350649350649393	0.00386728222547813019	2710	0.00036900369003690036
Apache	HBASE	595	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0	0.00000000000000000000
