Group	Project	BugID	CodeRelevancy (Product)	CodeRelevancy (Min)	CodeRelevancy (Max)	CodeRelevancy (Mean)	CodeRelevancy (FileCount))	CodeRelevancy (InverseFileCount)
Apache	HBASE	9076	0.00000000000000000001	0.00036845983787767134	0.09090909090909091161	0.01418777723598652063	2714	0.00036845983787767134
Apache	HBASE	3920	0.00000000498788442872	0.00036900369003690036	0.01111111111111111154	0.00423221993777115387	2710	0.00036900369003690036
Apache	HBASE	1718	0.00277008310249307480	0.00277008310249307480	0.00277008310249307480	0.00277008310249307480	361	0.00277008310249307480
Apache	HBASE	14178	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.16714244741124487104	2714	0.00036845983787767134
Apache	HBASE	16076	0.00000000000000000140	0.00036845983787767134	0.06250000000000000000	0.01086517733808817048	2714	0.00036845983787767134
Apache	HBASE	16074	0.00029112081513828236	0.00087336244541484718	0.33333333333333331483	0.16710334788937408756	1145	0.00087336244541484718
Apache	HBASE	11542	0.00000000001676986167	0.00047984644913627637	1.00000000000000000000	0.32673193067773781406	2157	0.00046360686138154843
Apache	HBASE	1869	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09579481692898933476	2714	0.00036845983787767134
Apache	HBASE	13734	0.50000000000000000000	0.50000000000000000000	0.50000000000000000000	0.50000000000000000000	2	0.50000000000000000000
Apache	HBASE	14079	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.10631910282052441097	2714	0.00036845983787767134
Apache	HBASE	13732	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.17637003991909760980	2714	0.00036845983787767134
Apache	HBASE	13731	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.10149595657304533169	2714	0.00036845983787767134
Apache	HBASE	14076	0.00016846361185983826	0.00943396226415094304	0.14285714285714284921	0.09243036837376460146	113	0.00884955752212389368
Apache	HBASE	14073	0.11111111111111110494	0.11111111111111110494	1.00000000000000000000	0.55555555555555558023	9	0.11111111111111110494
Apache	HBASE	1949	0.00009893153937475267	0.00277008310249307480	0.03571428571428571230	0.01924218440838939420	371	0.00269541778975741254
Apache	HBASE	15200	0.00357142857142857132	0.00357142857142857132	0.00357142857142857132	0.00357142857142857132	280	0.00357142857142857132
Apache	HBASE	1525	0.00000000000000000000	0.00090497737556561090	0.05882352941176470507	0.00845753777115115270	1981	0.00050479555779909136
Apache	HBASE	1946	0.00000000000000000000	0.00036845983787767134	0.01010101010101010187	0.00253531404259834618	2714	0.00036845983787767134
Apache	HBASE	818	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.03553885411585473025	2714	0.00036845983787767134
Apache	HBASE	15548	0.00000018039340193093	0.00047984644913627637	1.00000000000000000000	0.40039672116952651493	2127	0.00047014574518100609
Apache	HBASE	666	0.00125628140703517590	0.00251256281407035180	0.50000000000000000000	0.25125628140703515356	398	0.00251256281407035180
Apache	HBASE	810	0.08333333333333332871	0.08333333333333332871	0.08333333333333332871	0.08333333333333332871	12	0.08333333333333332871
Apache	HBASE	812	0.00000000000000000000	0.00036845983787767134	0.01315789473684210453	0.00336925635704733717	2714	0.00036845983787767134
Apache	HBASE	15617	0.01886792452830188607	0.01886792452830188607	1.00000000000000000000	0.75471698113207552616	53	0.01886792452830188607
Apache	HBASE	16676	0.00000894518391298125	0.00121654501216545015	0.00735294117647058813	0.00428474309431801925	893	0.00111982082866741322
Apache	HBASE	1793	0.00000001494591372740	0.00070126227208976155	0.00490196078431372542	0.00331701638112000263	1489	0.00067159167226326397
Apache	HBASE	716	0.00002078397140125535	0.00617283950617283916	1.00000000000000000000	0.30830527497194160080	172	0.00581395348837209294
Apache	HBASE	1791	0.00000000000037566512	0.00332225913621262466	0.02631578947368420907	0.01063035360780877937	641	0.00156006240249609990
Apache	HBASE	714	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.03472575784073027305	2714	0.00036845983787767134
Apache	HBASE	1795	0.00034758428919012862	0.00243309002433090031	0.14285714285714284921	0.07264511644073687324	411	0.00243309002433090031
Apache	HBASE	1794	0.00001530245298321321	0.00243309002433090031	0.00628930817610062927	0.00436119910021576501	456	0.00219298245614035076
Apache	HBASE	6151	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.22782662300829514823	2714	0.00036845983787767134
Apache	HBASE	16578	0.00000000310160382693	0.00469483568075117381	0.25000000000000000000	0.08544413602095990434	279	0.00358422939068100358
Apache	HBASE	14211	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0	0.00000000000000000000
Apache	HBASE	16572	0.00007672241829062451	0.00751879699248120259	1.00000000000000000000	0.35864661654135338020	134	0.00746268656716417896
Apache	HBASE	1702	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.22876577804432837726	2714	0.00036845983787767134
Apache	HBASE	1703	0.00277008310249307480	0.00277008310249307480	0.00277008310249307480	0.00277008310249307480	361	0.00277008310249307480
